"plot_ID","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","inv_year","inv","X","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","DBH_cm","CCS_r_m"
"120068",26,-9,0,593,258,55,5,"gki","2",1,-9,-9,288,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",28.9,12.62
"120068",27,-9,0,283,280,55,5,"gki","2",1,-9,-9,268,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",26.8,12.62
"120068",28,-9,0,461,304,55,5,"gki","3",1,213,145,193,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",19.3,12.62
"120068",29,-9,0,575,285,55,5,"gki","2",1,-9,-9,252,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.25,12.62
"120068",30,-9,0,933,270,55,5,"gki","2",1,-9,-9,287,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",28.7,12.62
"120068",31,-9,0,941,286,55,5,"gki","2",1,-9,-9,255,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.5,12.62
"120068",32,-9,0,1123,285,55,5,"gki","3",1,-9,-9,211,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.1,12.62
"120068",33,-9,0,1096,311,55,5,"gki","3",1,-9,-9,208,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20.8,12.62
"120068",34,-9,0,910,314,55,5,"gki","3",1,-9,-9,188,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.8,12.62
"120068",35,-9,0,940,334,55,5,"gki","2",1,-9,-9,275,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",27.5,12.62
"120068",36,-9,0,1346,331,55,5,"gki","1",1,-9,-9,320,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",32,17.84
"120068",37,-9,0,1419,340,55,5,"gki","2",1,-9,-9,301,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",30.1,17.84
"120068",38,-9,0,1098,375,55,5,"gki","3",1,-9,-9,229,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",22.9,12.62
"120068",39,-9,0,923,372,55,5,"gki","3",1,-9,-9,252,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.2,12.62
"120068",40,-9,0,992,393,55,5,"gki","3",1,-9,-9,224,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",22.4,12.62
"120068",41,-9,0,810,7,55,5,"gki","3",1,-9,-9,230,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",23,12.62
"120068",42,-9,0,485,366,55,5,"gki","1",1,239,172,325,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",32.5,17.84
"120069",1,-9,0,1222,181,35,6,"gki","2",1,-9,-9,186,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.65,12.62
"120069",2,-9,0,1059,179,35,6,"gki","3",1,-9,-9,159,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15.9,12.62
"120069",3,-9,0,331,182,35,6,"gki","3",1,-9,-9,141,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",14.1,12.62
"120069",4,-9,0,247,177,35,6,"gki","3",1,-9,-9,156,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15.65,12.62
"120069",5,-9,0,69,363,35,6,"gki","4",1,136,111,101,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",10.1,12.62
"120069",6,-9,0,296,383,35,6,"gki","3",1,-9,-9,119,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.95,12.62
"120069",7,-9,0,465,381,35,6,"gki","4",1,-9,-9,118,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.8,12.62
"120069",8,-9,0,654,384,35,6,"gki","1",1,-9,-9,213,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.3,12.62
"120069",9,-9,0,899,384,35,6,"gki","4",1,-9,-9,117,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.75,12.62
"120069",10,-9,0,1145,384,35,6,"gki","1",1,-9,-9,225,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",22.55,12.62
"120069",11,-9,0,1258,373,35,6,"gki","3",1,-9,-9,105,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",10.5,12.62
"120069",12,-9,0,1192,372,35,6,"gki","3",1,-9,-9,128,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.8,12.62
"120069",13,-9,0,977,370,35,6,"gki","1",1,-9,-9,235,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",23.5,12.62
"120069",14,-9,0,744,368,35,6,"gki","4",1,-9,-9,100,160,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",10.15,12.62
"120069",15,-9,0,675,366,35,6,"gki","4",1,-9,-9,122,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.2,12.62
"120069",16,-9,0,506,362,35,6,"gki","3",1,-9,-9,112,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.3,12.62
"120069",17,-9,0,344,350,35,6,"gki","2",1,-9,-9,175,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",17.5,12.62
"120069",18,-9,0,281,343,35,6,"gki","1",1,-9,-9,189,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.9,12.62
"120069",19,-9,0,673,202,35,6,"gki","3",1,-9,-9,119,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12,12.62
"120069",20,-9,0,844,198,35,6,"gki","2",1,-9,-9,186,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.6,12.62
"120069",21,-9,0,905,197,35,6,"gki","3",1,-9,-9,134,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",13.4,12.62
"120069",22,-9,0,1183,192,35,6,"gki","3",1,-9,-9,120,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.1,12.62
"120069",23,-9,0,1257,200,35,6,"gki","3",1,-9,-9,134,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",13.5,12.62
"120069",24,-9,0,1151,202,35,6,"gki","4",1,-9,-9,101,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",10.1,12.62
"120069",25,-9,0,688,219,35,6,"gki","2",1,-9,-9,173,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",17.3,12.62
"120069",26,-9,0,526,233,35,6,"gki","1",1,-9,-9,214,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.45,12.62
"120069",27,-9,0,466,239,35,6,"gki","2",1,-9,-9,200,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20,12.62
"120069",28,-9,0,382,307,35,6,"gki","2",1,-9,-9,191,160,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",19.25,12.62
"120069",29,-9,0,469,327,35,6,"gki","3",1,-9,-9,151,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15.1,12.62
"120069",30,-9,0,610,341,35,6,"gki","3",1,-9,-9,146,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",14.6,12.62
"120069",31,-9,0,1229,362,35,6,"gki","4",1,-9,-9,109,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",10.95,12.62
"120069",32,-9,0,1211,358,35,6,"gki","3",1,-9,-9,114,160,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.55,12.62
"120069",33,-9,0,1082,349,35,6,"gki","3",1,-9,-9,119,170,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.1,12.62
"120069",34,-9,0,1050,348,35,6,"gki","1",1,-9,-9,190,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",19.05,12.62
"120069",35,-9,0,975,344,35,6,"gki","3",1,-9,-9,166,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",16.6,12.62
"120069",36,-9,0,812,336,35,6,"gki","2",1,-9,-9,183,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.4,12.62
"120069",37,-9,0,608,316,35,6,"gki","1",1,-9,-9,270,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",27,12.62
"120069",38,-9,0,562,304,35,6,"gki","3",1,-9,-9,172,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",17.2,12.62
"120069",39,-9,0,529,275,35,6,"gki","2",1,-9,-9,184,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.4,12.62
"120069",40,-9,0,645,243,35,6,"gki","3",1,-9,-9,127,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.7,12.62
"120069",41,-9,0,1033,218,35,6,"gki","1",1,-9,-9,212,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.2,12.62
"120069",42,-9,0,1211,220,35,6,"gki","2",1,-9,-9,189,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.95,12.62
"120069",43,-9,0,871,244,35,6,"gki","1",1,-9,-9,251,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.1,12.62
"120069",44,-9,0,844,249,35,6,"gki","4",1,-9,-9,111,160,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.25,12.62
"120069",45,-9,0,739,255,35,6,"gki","4",1,-9,-9,116,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.6,12.62
"120069",46,-9,0,723,292,35,6,"gki","2",1,-9,-9,193,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",19.3,12.62
"120069",47,-9,0,888,320,35,6,"gki","3",1,-9,-9,205,160,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20.65,12.62
"120069",48,-9,0,1229,342,35,6,"gki","2",1,-9,-9,217,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.7,12.62
"120069",49,-9,0,1236,331,35,6,"gki","4",1,-9,-9,109,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",10.9,12.62
"120069",50,-9,0,1127,261,35,6,"gki","3",1,-9,-9,136,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",13.6,12.62
"120069",51,-9,0,1107,265,35,6,"gki","2",1,-9,-9,171,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",17.1,12.62
"120069",52,-9,0,1095,269,35,6,"gki","3",1,-9,-9,118,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",11.9,12.62
"120069",53,-9,0,1075,268,35,6,"gki","4",1,-9,-9,100,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",10,12.62
"120069",54,-9,0,1066,286,35,6,"gki","1",1,-9,-9,217,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",21.8,12.62
"120069",55,-9,0,1107,300,35,6,"gki","1",1,-9,-9,226,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",22.6,12.62
"120069",56,-9,0,1248,172,35,6,"gki","2",1,-9,-9,170,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",17,12.62
"120069",57,-9,0,1010,170,35,6,"gki","3",1,-9,-9,140,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",14,12.62
"120069",58,-9,0,882,169,35,6,"gki","3",1,-9,-9,151,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15.15,12.62
"120069",59,-9,0,655,164,35,6,"gki","1",1,190,112,253,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",25.3,12.62
"120069",60,-9,0,330,140,35,6,"gki","1",1,181,121,201,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20.1,12.62
"120069",61,-9,0,219,115,35,6,"gki","3",1,-9,-9,121,160,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.25,12.62
"120069",62,-9,0,209,97,35,6,"gki","2",1,185,135,183,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",18.3,12.62
"120069",63,-9,0,241,38,35,6,"gki","3",1,-9,-9,126,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",12.6,12.62
"120069",64,-9,0,286,30,35,6,"gki","4",1,156,121,90,170,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",9.2,5.64
"120069",65,-9,0,435,12,35,6,"gki","1",1,-9,-9,203,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",20.3,12.62
"120069",66,-9,0,706,1,35,6,"gki","3",1,-9,-9,157,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15.7,12.62
"120069",67,-9,0,1000,397,35,6,"gki","3",1,-9,-9,156,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15.6,12.62
"120069",68,-9,0,1025,7,35,6,"gki","3",1,-9,-9,148,150,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",14.9,12.62
"120069",69,-9,0,468,37,35,6,"gki","3",1,-9,-9,145,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",14.5,12.62
"120069",70,-9,0,425,49,35,6,"gki","3",1,-9,-9,162,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",16.2,12.62
"120069",71,-9,0,354,62,35,6,"gki","3",1,-9,-9,150,130,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",15,12.62
"120069",72,-9,0,373,95,35,6,"gki","4",1,-9,-9,133,140,2011,"HBI",28,211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","026.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI",13.35,12.62
