"bund_nr","status","pk_dist","pk_azi"
50061,1,-9,-9
140033,1,-9,-9
80290,1,-9,-9
80257,1,-9,-9
80176,1,-9,-9
70129,1,-9,-9
50116,1,-9,-9
80084,1,-9,-9
30147,1,-9,-9
80283,1,-9,-9
30508,1,-9,-9
130006,1,-9,-9
70043,1,-9,-9
60083,1,-9,-9
70097,1,-9,-9
80150,1,-9,-9
140048,1,-9,-9
30505,1,-9,-9
80161,1,-9,-9
100004,1,-9,-9
30507,1,-9,-9
120032,1,-9,-9
100026,-1,-9,-9
80271,1,-9,-9
30111,1,-9,-9
30167,1,-9,-9
80191,1,-9,-9
120161,1,-9,-9
60005,1,-9,-9
50046,1,-9,-9
50085,1,-9,-9
150017,1,-9,-9
50105,1,-9,-9
120038,1,-9,-9
80230,1,-9,-9
10027,1,-9,-9
160070,1,-9,-9
80012,1,-9,-9
30143,1,-9,-9
30603,1,-9,-9
130020,1,-9,-9
100071,1,-9,-9
80309,1,-9,-9
80239,1,-9,-9
50003,1,-9,-9
120017,1,-9,-9
70156,1,-9,-9
150066,1,-9,-9
60050,1,-9,-9
80294,1,-9,-9
80273,1,-9,-9
70095,1,-9,-9
70071,1,-9,-9
70001,1,-9,-9
80292,1,-9,-9
70144,1,-9,-9
70065,1,-9,-9
100042,-1,-9,-9
50057,1,-9,-9
80114,1,-9,-9
140053,1,-9,-9
100005,-1,-9,-9
50145,2,-9,-9
50004,1,-9,-9
60045,1,-9,-9
100032,-1,-9,-9
150069,1,-9,-9
10005,1,-9,-9
80284,1,-9,-9
80058,1,-9,-9
80074,1,-9,-9
120056,1,-9,-9
30503,1,-9,-9
120039,1,-9,-9
160073,1,-9,-9
120098,1,-9,-9
30034,1,-9,-9
100027,-1,-9,-9
80252,1,-9,-9
70162,1,-9,-9
50069,1,-9,-9
50125,1,-9,-9
70087,1,-9,-9
80233,1,-9,-9
150067,1,-9,-9
60129,1,-9,-9
30142,1,-9,-9
50101,1,-9,-9
30160,1,-9,-9
120164,-1,-9,-9
80052,1,-9,-9
130046,-1,-9,-9
80027,1,-9,-9
100008,-1,-9,-9
60042,1,-9,-9
100087,1,-9,-9
10009,1,-9,-9
100007,-1,-9,-9
70058,1,-9,-9
50060,1,-9,-9
10013,1,-9,-9
60105,1,-9,-9
60070,1,-9,-9
80188,1,-9,-9
120067,1,-9,-9
120050,-1,-9,-9
50138,1,-9,-9
160031,1,-9,-9
30001,1,-9,-9
120142,1,-9,-9
60137,1,-9,-9
30079,1,-9,-9
30058,1,-9,-9
80067,1,-9,-9
120057,1,-9,-9
60008,1,-9,-9
70094,1,-9,-9
120169,1,-9,-9
160003,1,-9,-9
160091,1,-9,-9
70009,1,-9,-9
80281,1,-9,-9
70066,1,-9,-9
80235,1,-9,-9
60038,1,-9,-9
80141,1,-9,-9
50107,1,-9,-9
60088,1,-9,-9
100085,1,-9,-9
120002,1,-9,-9
160004,1,-9,-9
120146,1,-9,-9
50031,1,-9,-9
30615,1,-9,-9
70149,1,-9,-9
100046,-1,-9,-9
50071,1,-9,-9
80229,1,-9,-9
80208,1,-9,-9
140007,1,-9,-9
80036,1,-9,-9
50020,1,-9,-9
50009,1,-9,-9
80220,1,-9,-9
70076,1,-9,-9
120126,-1,-9,-9
30645,1,-9,-9
50097,1,-9,-9
80072,1,-9,-9
70160,1,-9,-9
30191,1,-9,-9
80005,1,-9,-9
160028,1,-9,-9
80280,1,-9,-9
80260,1,-9,-9
50025,1,-9,-9
100103,-1,-9,-9
30008,1,-9,-9
120150,1,-9,-9
120102,1,-9,-9
30123,1,-9,-9
30127,1,-9,-9
10011,1,-9,-9
60001,1,-9,-9
60127,1,-9,-9
30520,1,-9,-9
140052,1,-9,-9
60139,1,-9,-9
80033,1,-9,-9
120097,1,-9,-9
70103,1,-9,-9
30053,1,-9,-9
60134,1,-9,-9
60021,1,-9,-9
40001,1,-9,-9
60123,1,-9,-9
80087,1,-9,-9
80259,1,-9,-9
50058,1,-9,-9
120147,-1,-9,-9
80127,1,-9,-9
80040,1,-9,-9
70133,1,-9,-9
120082,-1,-9,-9
70148,1,-9,-9
50073,1,-9,-9
80039,1,-9,-9
80007,1,-9,-9
30188,1,-9,-9
50134,1,-9,-9
120100,1,-9,-9
30024,1,-9,-9
160088,1,-9,-9
50137,1,-9,-9
10019,1,-9,-9
100112,-1,-9,-9
100048,-1,-9,-9
80017,1,-9,-9
140001,1,-9,-9
120070,1,-9,-9
60084,1,-9,-9
80303,1,-9,-9
160081,1,-9,-9
120037,1,-9,-9
60053,1,-9,-9
30633,1,-9,-9
10014,1,-9,-9
140020,1,-9,-9
50099,1,-9,-9
80126,1,-9,-9
70164,1,-9,-9
80095,1,-9,-9
150007,1,-9,-9
100053,-1,-9,-9
50084,1,-9,-9
60112,1,-9,-9
30002,1,-9,-9
70098,1,-9,-9
120183,1,-9,-9
60125,1,-9,-9
120066,1,-9,-9
60108,1,-9,-9
100090,1,-9,-9
120105,1,-9,-9
80274,1,-9,-9
80143,1,-9,-9
80113,1,-9,-9
130018,-1,-9,-9
70104,1,-9,-9
120081,1,-9,-9
80029,1,-9,-9
80227,1,-9,-9
80099,1,-9,-9
80083,1,-9,-9
30168,1,-9,-9
80078,1,-9,-9
140016,1,-9,-9
120154,1,-9,-9
30004,1,-9,-9
80279,1,-9,-9
50102,1,-9,-9
80285,1,-9,-9
80152,1,-9,-9
60111,1,-9,-9
60040,1,-9,-9
30064,1,-9,-9
80226,1,-9,-9
80243,1,-9,-9
30627,1,-9,-9
160039,1,-9,-9
50014,1,-9,-9
80302,1,-9,-9
100078,-1,-9,-9
80060,1,-9,-9
50041,1,-9,-9
30608,1,-9,-9
80119,1,-9,-9
140023,1,-9,-9
50110,1,-9,-9
120135,1,-9,-9
70067,1,-9,-9
30636,1,-9,-9
160075,1,-9,-9
80090,1,-9,-9
100118,-1,-9,-9
80009,1,-9,-9
130078,1,-9,-9
30625,1,-9,-9
120083,1,-9,-9
60093,1,-9,-9
80020,1,-9,-9
130032,1,-9,-9
160020,1,-9,-9
80044,1,-9,-9
30619,1,-9,-9
80092,1,-9,-9
70022,1,-9,-9
80121,1,-9,-9
50094,1,-9,-9
100058,1,-9,-9
160030,1,-9,-9
30098,1,-9,-9
70124,1,-9,-9
50017,1,-9,-9
140063,1,-9,-9
80263,1,-9,-9
160006,1,-9,-9
160054,1,-9,-9
80103,1,-9,-9
70088,1,-9,-9
60009,1,-9,-9
60106,1,-9,-9
80076,1,-9,-9
130071,1,-9,-9
80192,1,-9,-9
130029,1,-9,-9
80296,1,-9,-9
80221,1,-9,-9
100023,-1,-9,-9
80306,1,-9,-9
50141,1,-9,-9
120141,1,-9,-9
80888,-1,-9,-9
100011,1,-9,-9
80096,1,-9,-9
100029,1,-9,-9
60052,1,-9,-9
50066,1,-9,-9
80070,1,-9,-9
80214,1,-9,-9
50131,1,-9,-9
50072,1,-9,-9
50015,1,-9,-9
70038,1,-9,-9
50098,1,-9,-9
160016,1,-9,-9
150012,1,-9,-9
30504,1,-9,-9
70115,1,-9,-9
50080,1,-9,-9
60035,1,-9,-9
50129,1,-9,-9
30620,1,-9,-9
50091,1,-9,-9
120076,1,-9,-9
120061,1,-9,-9
160022,1,-9,-9
30622,1,-9,-9
70083,1,-9,-9
120185,1,-9,-9
100075,-1,-9,-9
80204,1,-9,-9
130012,1,-9,-9
50109,1,-9,-9
120106,1,-9,-9
60029,1,-9,-9
160035,1,-9,-9
80190,-1,-9,-9
50087,1,-9,-9
120041,1,-9,-9
150020,1,-9,-9
60116,1,-9,-9
80166,1,-9,-9
60051,1,-9,-9
60107,1,-9,-9
80089,1,-9,-9
50144,1,-9,-9
80238,1,-9,-9
80266,1,-9,-9
80046,1,-9,-9
60060,1,-9,-9
30646,1,-9,-9
80081,1,-9,-9
60097,1,-9,-9
60054,1,-9,-9
150051,1,-9,-9
70032,1,-9,-9
160049,1,-9,-9
140041,1,-9,-9
160021,1,-9,-9
120008,1,-9,-9
30604,1,-9,-9
150058,1,-9,-9
70135,1,-9,-9
130065,-1,-9,-9
140061,1,-9,-9
120053,1,-9,-9
80159,1,-9,-9
70086,1,-9,-9
30164,1,-9,-9
30163,1,-9,-9
60013,1,-9,-9
70047,1,-9,-9
30037,1,-9,-9
160012,1,-9,-9
100106,-1,-9,-9
80293,1,-9,-9
130030,1,-9,-9
150065,1,-9,-9
60135,1,-9,-9
130028,1,-9,-9
80131,1,-9,-9
140054,1,-9,-9
130009,1,-9,-9
120122,1,-9,-9
80162,1,-9,-9
60073,1,-9,-9
120005,-1,-9,-9
130045,-1,-9,-9
120064,-1,-9,-9
60055,1,-9,-9
70111,1,-9,-9
40003,1,-9,-9
60039,1,-9,-9
160044,1,-9,-9
70142,1,-9,-9
120187,1,-9,-9
120086,1,-9,-9
150022,1,-9,-9
120137,1,-9,-9
80153,1,-9,-9
60059,1,-9,-9
140019,1,-9,-9
80182,1,-9,-9
50021,1,-9,-9
120080,-1,-9,-9
70023,1,-9,-9
160009,1,-9,-9
130053,1,-9,-9
80172,1,-9,-9
120118,1,-9,-9
130047,1,-9,-9
80108,1,-9,-9
80244,1,-9,-9
30016,1,-9,-9
150057,1,-9,-9
30601,1,-9,-9
60074,1,-9,-9
80256,1,-9,-9
100084,1,-9,-9
130039,1,-9,-9
60007,1,-9,-9
100045,1,-9,-9
130083,1,-9,-9
120042,1,-9,-9
150014,1,-9,-9
10017,1,-9,-9
10006,1,-9,-9
80106,1,-9,-9
30039,1,-9,-9
130008,1,-9,-9
80299,1,-9,-9
80232,1,-9,-9
20001,-1,-9,-9
120184,1,-9,-9
150045,1,-9,-9
80142,1,-9,-9
30647,1,-9,-9
30516,1,-9,-9
80295,1,-9,-9
80231,1,-9,-9
50011,1,-9,-9
140056,1,-9,-9
30607,1,-9,-9
80197,-1,-9,-9
80140,1,-9,-9
70120,1,-9,-9
80051,1,-9,-9
70077,1,-9,-9
80167,1,-9,-9
140018,1,-9,-9
120167,1,-9,-9
60102,1,-9,-9
80054,1,-9,-9
160055,1,-9,-9
120109,1,-9,-9
70165,1,-9,-9
30521,1,-9,-9
140008,1,-9,-9
80250,1,-9,-9
80144,1,-9,-9
50128,1,-9,-9
30009,1,-9,-9
70007,1,-9,-9
160038,1,-9,-9
120103,1,-9,-9
120007,1,-9,-9
120051,-1,-9,-9
10022,1,-9,-9
120078,-1,-9,-9
80217,1,-9,-9
50062,1,-9,-9
120040,1,-9,-9
20003,-1,-9,-9
100114,-1,-9,-9
80307,1,-9,-9
160052,1,-9,-9
120144,1,-9,-9
